# orme-ocr-bench Experiment run log
# track:        cuda
# mode:         serial
# skip_existing: 0
# selection:    --engines trocr,trocr_large_printed,donut,nougat,florence2_base,florence2_large,surya,mmocr_abinet,mmocr_robustscanner,mmocr_satrn,kosmos25,dots_ocr
# started_utc:  20260627T163130Z
# host:         lnx-comw2-1.lunet.lboro.ac.uk
# os:           Linux 6.8.0-124-generic x86_64
# python:       Python 3.12.1
# git_commit:   df5400b main
# git_dirty:    yes
# HF_HOME:      /home/lunet/comw2/.cache/huggingface
# --- nvidia-smi ---
# name, memory.total [MiB], driver_version
# NVIDIA RTX A1000 Laptop GPU, 4096 MiB, 580.95.05
# ---------------------------------------------------------------

>>> benchmark_panel_ocr --engines trocr,trocr_large_printed,donut,nougat,florence2_base,florence2_large,surya,mmocr_abinet,mmocr_robustscanner,mmocr_satrn,kosmos25,dots_ocr --results-subdir cuda
Global env additions for subprocesses: HF_HOME=/home/lunet/comw2/.cache/huggingface

=== Launching trocr [engine 1/12] subprocess (python=.venv) ===
[trocr] loading...
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.

Loading weights:   0%|          | 0/478 [00:00<?, ?it/s]
Loading weights:  31%|███       | 148/478 [00:00<00:00, 1371.71it/s]
Loading weights:  60%|█████▉    | 286/478 [00:00<00:00, 1364.53it/s]
Loading weights:  88%|████████▊ | 423/478 [00:00<00:00, 1355.25it/s]
Loading weights: 100%|██████████| 478/478 [00:00<00:00, 1362.01it/s]
[transformers] [1mVisionEncoderDecoderModel LOAD REPORT[0m from: microsoft/trocr-base-printed
Key                         | Status  | 
----------------------------+---------+-
encoder.pooler.dense.weight | MISSING | 
encoder.pooler.dense.bias   | MISSING | 

Notes:
- MISSING:	those params were newly initialized because missing from the checkpoint. Consider training on your downstream task.
[trocr] loaded in 23758.9 ms (RSS 1656.7 MB, device=cuda)
[trocr] warming up...
[trocr] warmed up in 558.0 ms
[trocr] panel 1/2 skill: 12 pages, 288 cells

[trocr] skill p01/12 cell 01/24  total 1/624 (  0.2%,   4.8/s, eta 2.2m)  
[trocr] skill p01/12 cell 02/24  total 2/624 (  0.3%,   7.7/s, eta 1.3m)  
[trocr] skill p01/12 cell 03/24  total 3/624 (  0.5%,   7.7/s, eta 1.3m)  
[trocr] skill p01/12 cell 04/24  total 4/624 (  0.6%,   9.1/s, eta 1.1m)  
[trocr] skill p01/12 cell 05/24  total 5/624 (  0.8%,   7.6/s, eta 1.4m)  
[trocr] skill p01/12 cell 06/24  total 6/624 (  1.0%,   8.3/s, eta 1.2m)  
[trocr] skill p01/12 cell 07/24  total 7/624 (  1.1%,   7.7/s, eta 1.3m)  
[trocr] skill p01/12 cell 08/24  total 8/624 (  1.3%,   8.4/s, eta 1.2m)  
[trocr] skill p01/12 cell 09/24  total 9/624 (  1.4%,   8.3/s, eta 1.2m)  
[trocr] skill p01/12 cell 10/24  total 10/624 (  1.6%,   8.6/s, eta 1.2m)  
[trocr] skill p01/12 cell 11/24  total 11/624 (  1.8%,   8.6/s, eta 1.2m)  
[trocr] skill p01/12 cell 12/24  total 12/624 (  1.9%,   9.1/s, eta 1.1m)  
[trocr] skill p01/12 cell 13/24  total 13/624 (  2.1%,   8.9/s, eta 1.1m)  
[trocr] skill p01/12 cell 14/24  total 14/624 (  2.2%,   9.3/s, eta 1.1m)  
[trocr] skill p01/12 cell 15/24  total 15/624 (  2.4%,   9.0/s, eta 1.1m)  
[trocr] skill p01/12 cell 16/24  total 16/624 (  2.6%,   9.3/s, eta 1.1m)  
[trocr] skill p01/12 cell 17/24  total 17/624 (  2.7%,   8.9/s, eta 1.1m)  
[trocr] skill p01/12 cell 18/24  total 18/624 (  2.9%,   9.2/s, eta 1.1m)  
[trocr] skill p01/12 cell 19/24  total 19/624 (  3.0%,   8.6/s, eta 1.2m)  
[trocr] skill p01/12 cell 20/24  total 20/624 (  3.2%,   8.8/s, eta 1.1m)  
[trocr] skill p01/12 cell 21/24  total 21/624 (  3.4%,   8.4/s, eta 1.2m)  
[trocr] skill p01/12 cell 22/24  total 22/624 (  3.5%,   8.6/s, eta 1.2m)  
[trocr] skill p01/12 cell 23/24  total 23/624 (  3.7%,   8.5/s, eta 1.2m)  
[trocr] skill p01/12 cell 24/24  total 24/624 (  3.8%,   8.8/s, eta 1.1m)  
[trocr] skill p01/12 done in 2.7s (24 cells)                    

[trocr] skill p02/12 cell 01/24  total 25/624 (  4.0%,   8.5/s, eta 1.2m)  
[trocr] skill p02/12 cell 02/24  total 26/624 (  4.2%,   8.7/s, eta 1.1m)  
[trocr] skill p02/12 cell 03/24  total 27/624 (  4.3%,   8.5/s, eta 1.2m)  
[trocr] skill p02/12 cell 04/24  total 28/624 (  4.5%,   8.7/s, eta 1.1m)  
[trocr] skill p02/12 cell 05/24  total 29/624 (  4.6%,   8.6/s, eta 1.2m)  
[trocr] skill p02/12 cell 06/24  total 30/624 (  4.8%,   8.7/s, eta 1.1m)  
[trocr] skill p02/12 cell 07/24  total 31/624 (  5.0%,   8.4/s, eta 1.2m)  
[trocr] skill p02/12 cell 08/24  total 32/624 (  5.1%,   8.6/s, eta 1.1m)  
[trocr] skill p02/12 cell 09/24  total 33/624 (  5.3%,   8.4/s, eta 1.2m)  
[trocr] skill p02/12 cell 10/24  total 34/624 (  5.4%,   8.6/s, eta 1.1m)  
[trocr] skill p02/12 cell 11/24  total 35/624 (  5.6%,   8.5/s, eta 1.2m)  
[trocr] skill p02/12 cell 12/24  total 36/624 (  5.8%,   8.7/s, eta 1.1m)  
[trocr] skill p04/12 cell 20/24  total 92/624 ( 14.7%,   8.3/s, eta 1.1m)  
[trocr] skill p04/12 cell 21/24  total 93/624 ( 14.9%,   8.2/s, eta 1.1m)  
[trocr] skill p04/12 cell 22/24  total 94/624 ( 15.1%,   8.3/s, eta 1.1m)  
[trocr] skill p04/12 cell 23/24  total 95/624 ( 15.2%,   8.2/s, eta 1.1m)  
[trocr] skill p04/12 cell 24/24  total 96/624 ( 15.4%,   8.2/s, eta 1.1m)  
[trocr] skill p04/12 done in 3.2s (24 cells)                    

[trocr] skill p05/12 cell 01/24  total 97/624 ( 15.5%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 02/24  total 98/624 ( 15.7%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 03/24  total 99/624 ( 15.9%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 04/24  total 100/624 ( 16.0%,   8.3/s, eta 1.1m)  
[trocr] skill p05/12 cell 05/24  total 101/624 ( 16.2%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 06/24  total 102/624 ( 16.3%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 07/24  total 103/624 ( 16.5%,   8.1/s, eta 1.1m)  
[trocr] skill p05/12 cell 08/24  total 104/624 ( 16.7%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 09/24  total 105/624 ( 16.8%,   8.1/s, eta 1.1m)  
[trocr] skill p05/12 cell 10/24  total 106/624 ( 17.0%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 11/24  total 107/624 ( 17.1%,   8.2/s, eta 1.1m)  
[trocr] skill p05/12 cell 12/24  total 108/624 ( 17.3%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 13/24  total 109/624 ( 17.5%,   8.1/s, eta 1.1m)  
[trocr] skill p05/12 cell 14/24  total 110/624 ( 17.6%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 15/24  total 111/624 ( 17.8%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 16/24  total 112/624 ( 17.9%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 17/24  total 113/624 ( 18.1%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 18/24  total 114/624 ( 18.3%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 19/24  total 115/624 ( 18.4%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 20/24  total 116/624 ( 18.6%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 21/24  total 117/624 ( 18.8%,   8.2/s, eta 1.0m)  
[trocr] skill p05/12 cell 22/24  total 118/624 ( 18.9%,   8.3/s, eta 1.0m)  
[trocr] skill p05/12 cell 23/24  total 119/624 ( 19.1%,   8.3/s, eta 1.0m)  
[trocr] skill p05/12 cell 24/24  total 120/624 ( 19.2%,   8.3/s, eta 1.0m)  
[trocr] skill p05/12 done in 2.8s (24 cells)                    

[trocr] skill p06/12 cell 01/24  total 121/624 ( 19.4%,   8.3/s, eta 1.0m)  
[trocr] skill p06/12 cell 02/24  total 122/624 ( 19.6%,   8.3/s, eta 1.0m)  
[trocr] skill p06/12 cell 03/24  total 123/624 ( 19.7%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 04/24  total 124/624 ( 19.9%,   8.3/s, eta 1.0m)  
[trocr] skill p06/12 cell 05/24  total 125/624 ( 20.0%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 06/24  total 126/624 ( 20.2%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 07/24  total 127/624 ( 20.4%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 08/24  total 128/624 ( 20.5%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 09/24  total 129/624 ( 20.7%,   8.1/s, eta 1.0m)  
[trocr] skill p06/12 cell 10/24  total 130/624 ( 20.8%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 11/24  total 131/624 ( 21.0%,   8.1/s, eta 1.0m)  
[trocr] skill p06/12 cell 12/24  total 132/624 ( 21.2%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 13/24  total 133/624 ( 21.3%,   8.1/s, eta 1.0m)  
[trocr] skill p06/12 cell 14/24  total 134/624 ( 21.5%,   8.2/s, eta 1.0m)  
[trocr] skill p06/12 cell 15/24  total 135/624 ( 21.6%,   8.1/s, eta 1.0m)  
[trocr] skill p06/12 cell 16/24  total 136/624 ( 21.8%,   8.2/s, eta 60s)  
[trocr] skill p06/12 cell 17/24  total 137/624 ( 22.0%,   8.1/s, eta 1.0m)  
[trocr] skill p06/12 cell 18/24  total 138/624 ( 22.1%,   8.1/s, eta 60s)  
[trocr] skill p06/12 cell 19/24  total 139/624 ( 22.3%,   8.1/s, eta 60s)  
[trocr] skill p06/12 cell 20/24  total 140/624 ( 22.4%,   8.1/s, eta 59s)  
[trocr] skill p06/12 cell 21/24  total 141/624 ( 22.6%,   8.1/s, eta 59s)  
[trocr] skill p06/12 cell 22/24  total 142/624 ( 22.8%,   8.2/s, eta 59s)  
[trocr] skill p06/12 cell 23/24  total 143/624 ( 22.9%,   8.1/s, eta 59s)  
[trocr] skill p06/12 cell 24/24  total 144/624 ( 23.1%,   8.2/s, eta 59s)  
[trocr] skill p06/12 done in 3.2s (24 cells)                    

[trocr] skill p07/12 cell 01/24  total 145/624 ( 23.2%,   8.1/s, eta 59s)  
[trocr] skill p07/12 cell 02/24  total 146/624 ( 23.4%,   8.2/s, eta 59s)  
[trocr] skill p07/12 cell 03/24  total 147/624 ( 23.6%,   8.1/s, eta 59s)  
[trocr] skill p07/12 cell 04/24  total 148/624 ( 23.7%,   8.2/s, eta 58s)  
[trocr] skill p07/12 cell 05/24  total 149/624 ( 23.9%,   8.1/s, eta 59s)  
[trocr] skill p07/12 cell 06/24  total 150/624 ( 24.0%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 07/24  total 151/624 ( 24.2%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 08/24  total 152/624 ( 24.4%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 09/24  total 153/624 ( 24.5%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 10/24  total 154/624 ( 24.7%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 11/24  total 155/624 ( 24.8%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 12/24  total 156/624 ( 25.0%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 13/24  total 157/624 ( 25.2%,   8.1/s, eta 58s)  
[trocr] skill p07/12 cell 14/24  total 158/624 ( 25.3%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 15/24  total 159/624 ( 25.5%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 16/24  total 160/624 ( 25.6%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 17/24  total 161/624 ( 25.8%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 18/24  total 162/624 ( 26.0%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 19/24  total 163/624 ( 26.1%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 20/24  total 164/624 ( 26.3%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 21/24  total 165/624 ( 26.4%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 22/24  total 166/624 ( 26.6%,   8.1/s, eta 56s)  
[trocr] skill p07/12 cell 23/24  total 167/624 ( 26.8%,   8.1/s, eta 57s)  
[trocr] skill p07/12 cell 24/24  total 168/624 ( 26.9%,   8.1/s, eta 56s)  
[trocr] skill p07/12 done in 3.2s (24 cells)                    

[trocr] skill p08/12 cell 01/24  total 169/624 ( 27.1%,   8.1/s, eta 57s)  
[trocr] skill p08/12 cell 02/24  total 170/624 ( 27.2%,   8.1/s, eta 56s)  
[trocr] skill p08/12 cell 03/24  total 171/624 ( 27.4%,   8.0/s, eta 56s)  
[trocr] skill p08/12 cell 04/24  total 172/624 ( 27.6%,   8.1/s, eta 56s)  
[trocr] skill p08/12 cell 05/24  total 173/624 ( 27.7%,   8.0/s, eta 56s)  
[trocr] skill p08/12 cell 06/24  total 174/624 ( 27.9%,   8.1/s, eta 56s)  
[trocr] skill p08/12 cell 07/24  total 175/624 ( 28.0%,   8.0/s, eta 56s)  
[trocr] skill p08/12 cell 08/24  total 176/624 ( 28.2%,   8.1/s, eta 56s)  
[trocr] skill p08/12 cell 09/24  total 177/624 ( 28.4%,   8.1/s, eta 56s)  
[trocr] skill p08/12 cell 10/24  total 178/624 ( 28.5%,   8.1/s, eta 55s)  
[trocr] skill p08/12 cell 11/24  total 179/624 ( 28.7%,   8.0/s, eta 56s)  
[trocr] skill p08/12 cell 12/24  total 180/624 ( 28.8%,   8.0/s, eta 55s)  
[trocr] skill p08/12 cell 13/24  total 181/624 ( 29.0%,   8.0/s, eta 56s)  
[trocr] skill p08/12 cell 14/24  total 182/624 ( 29.2%,   8.0/s, eta 55s)  
[trocr] skill p08/12 cell 15/24  total 183/624 ( 29.3%,   8.0/s, eta 55s)  
[trocr] skill p08/12 cell 16/24  total 184/624 ( 29.5%,   8.0/s, eta 55s)  
[trocr] skill p08/12 cell 17/24  total 185/624 ( 29.6%,   8.0/s, eta 55s)  
[trocr] skill p08/12 cell 18/24  total 186/624 ( 29.8%,   8.0/s, eta 55s)  
[trocr] skill p08/12 cell 19/24  total 187/624 ( 30.0%,   8.0/s, eta 54s)  
[trocr] skill p08/12 cell 20/24  total 188/624 ( 30.1%,   8.1/s, eta 54s)  
[trocr] skill p08/12 cell 21/24  total 189/624 ( 30.3%,   8.0/s, eta 54s)  
[trocr] skill p08/12 cell 22/24  total 190/624 ( 30.4%,   8.1/s, eta 54s)  
[trocr] skill p08/12 cell 23/24  total 191/624 ( 30.6%,   8.0/s, eta 54s)  
[trocr] skill p08/12 cell 24/24  total 192/624 ( 30.8%,   8.0/s, eta 54s)  
[trocr] skill p08/12 done in 3.1s (24 cells)                    

[trocr] skill p09/12 cell 01/24  total 193/624 ( 30.9%,   8.0/s, eta 54s)  
[trocr] skill p09/12 cell 02/24  total 194/624 ( 31.1%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 03/24  total 195/624 ( 31.2%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 04/24  total 196/624 ( 31.4%,   8.1/s, eta 53s)  
[trocr] skill p09/12 cell 05/24  total 197/624 ( 31.6%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 06/24  total 198/624 ( 31.7%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 07/24  total 199/624 ( 31.9%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 08/24  total 200/624 ( 32.1%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 09/24  total 201/624 ( 32.2%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 10/24  total 202/624 ( 32.4%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 11/24  total 203/624 ( 32.5%,   8.0/s, eta 53s)  
[trocr] skill p09/12 cell 12/24  total 204/624 ( 32.7%,   8.0/s, eta 52s)  
[trocr] skill p09/12 cell 13/24  total 205/624 ( 32.9%,   8.0/s, eta 52s)  
